no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate
577,97,1.5952896634395661,99,41,supertrend,0,0,0,1,350,200,150,0.1,10,0,5386,-20456.0,0.5202376531748979
578,83,0.572155982689248,12,42,supertrend,0,0,0,1,200,200,200,0.1,10,0,8933,-4743.0,0.5348707041307511
579,83,3.0411490390648526,78,46,supertrend,0,0,0,1,500,500,250,0.1,10,0,2758,-9562.0,0.5148658448150834
580,38,2.195661211913961,24,45,supertrend,0,0,0,1,450,350,250,0.1,10,0,3984,-7654.0,0.5389056224899599
581,53,1.984120921610741,33,14,supertrend,0,0,0,1,200,300,100,0.1,10,0,5182,2307.0,0.4579313006561173
582,25,3.157863312688871,29,43,supertrend,0,0,0,1,200,50,150,0.1,10,0,2783,-4881.0,0.48041681638519584
583,65,2.447072422490984,24,28,supertrend,0,0,0,1,500,350,150,0.1,10,0,3874,4709.0,0.5103252452245741
584,46,1.722623823031753,68,26,supertrend,0,0,0,1,100,150,50,0.1,10,0,5930,-1865.0,0.4254637436762226
585,20,1.2288050008895977,24,49,supertrend,0,0,0,1,250,300,50,0.1,10,0,6088,-15712.0,0.5197109067017083
586,19,2.3095552125362584,52,29,supertrend,0,0,0,1,300,250,150,0.1,10,0,4334,-9236.0,0.5113059529303184
587,69,2.1376067993334256,73,20,supertrend,0,0,0,1,350,200,200,0.1,10,0,4704,4161.0,0.4995748299319728
588,37,1.214642577131052,29,32,supertrend,0,0,0,1,200,50,50,0.1,10,0,7434,4337.0,0.5076674737691687
589,97,1.2006010311586537,44,8,supertrend,0,0,0,1,450,250,100,0.1,10,0,9510,-873.0,0.45636172450052576
590,54,1.976606707034438,12,9,supertrend,0,0,0,1,50,300,150,0.1,10,0,4792,19749.0,0.27065943238731216
591,32,2.8170455850420275,26,19,supertrend,0,0,0,1,250,350,250,0.1,10,0,3108,3903.0,0.4510939510939511
592,97,1.2203248113491134,19,41,supertrend,0,0,0,1,50,400,150,0.1,10,0,6436,5977.0,0.3228713486637663
593,35,0.6764535589472481,50,12,supertrend,0,0,0,1,300,250,150,0.1,10,0,16529,-4769.0,0.5193901627442676
594,23,0.8503336305532296,42,11,supertrend,0,0,0,1,50,200,50,0.1,10,0,14323,12726.0,0.38127487258255954
595,25,0.7461533002925105,14,11,supertrend,0,0,0,1,500,500,150,0.1,10,0,15917,-14019.0,0.5115285543758246
596,20,2.8917734894641227,70,16,supertrend,0,0,0,1,150,300,100,0.1,10,0,2816,-13499.0,0.37464488636363635
597,52,3.4131251085436842,99,33,supertrend,0,0,0,1,150,250,150,0.1,10,0,2438,5001.0,0.41796554552912224
598,50,3.285341489100114,31,13,supertrend,0,0,0,1,400,200,100,0.1,10,0,2305,-2638.0,0.43383947939262474
599,89,0.9646438803261784,51,22,supertrend,0,0,0,1,450,350,200,0.1,10,0,10105,-4819.0,0.5247897080653142
600,66,2.8705716831224337,38,50,supertrend,0,0,0,1,250,300,150,0.1,10,0,2934,-17191.0,0.48227675528289027
601,65,2.7532306758026963,53,16,supertrend,0,0,0,1,400,50,150,0.1,10,0,3133,5625.0,0.4982444940951165
602,37,2.7914019876703544,64,16,supertrend,0,0,0,1,150,500,100,0.1,10,0,3027,-14727.0,0.379583746283449
603,44,1.3567559847117816,66,44,supertrend,0,0,0,1,450,500,200,0.1,10,0,5930,-11499.0,0.5352445193929174
604,91,2.320022262441996,37,32,supertrend,0,0,0,1,500,500,50,0.1,10,0,4022,-20392.0,0.5054699154649428
605,30,3.253098085278342,83,34,supertrend,0,0,0,1,300,450,150,0.1,10,0,2637,-16655.0,0.47364429275692077
606,84,0.6298170621990656,55,21,supertrend,0,0,0,1,50,150,100,0.1,10,0,13155,-1596.0,0.38586088939566704
607,59,3.0379662439224613,47,4,supertrend,0,0,0,1,450,300,250,0.1,10,0,2417,14322.0,0.37112122465866776
608,63,0.5320919613856896,21,36,supertrend,0,0,0,1,50,250,200,0.1,10,0,10232,-4803.0,0.3723612197028929
609,94,3.4142811781621116,12,7,supertrend,0,0,0,1,150,150,200,0.1,10,0,2053,2191.0,0.36921578178275694
610,62,3.20628607494004,100,49,supertrend,0,0,0,1,350,100,50,0.1,10,0,2576,5565.0,0.5170807453416149
611,63,2.7214896553651196,89,22,supertrend,0,0,0,1,500,200,100,0.1,10,0,3347,7635.0,0.4926800119510009
612,37,2.250675360973491,28,25,supertrend,0,0,0,1,450,450,100,0.1,10,0,4424,-12806.0,0.509493670886076
613,91,2.7292764935076814,76,43,supertrend,0,0,0,1,350,400,250,0.1,10,0,3161,-15176.0,0.5090161341347674
