no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate
477,81,0.798729218534897,32,12,supertrend,0,0,0,1,45,10,15,0.1,10,0,13015,0.28000000000224645,0.5170956588551671
478,34,0.8425496732025012,39,42,supertrend,0,0,0,1,35,25,10,0.1,10,0,7636,170.42000000000144,0.5624672603457308
479,62,2.183625631729434,53,32,supertrend,0,0,0,1,35,35,5,0.1,10,0,3903,136.5400000000002,0.5231872918267999
480,42,0.6815745033002082,79,42,supertrend,0,0,0,1,5,30,5,0.1,10,0,8276,466.99000000000456,0.4828419526341228
481,65,2.4019093851556255,95,33,supertrend,0,0,0,1,40,20,10,0.1,10,0,3453,23.15999999998394,0.5166521865044889
482,44,1.889365515791428,24,35,supertrend,0,0,0,1,30,5,15,0.1,10,0,4583,-543.3699999999958,0.5118917739471962
483,41,3.4815823792170217,60,26,supertrend,0,0,0,1,5,15,25,0.1,10,0,2058,428.6399999999999,0.31924198250728864
484,92,1.9916078483829822,85,9,supertrend,0,0,0,1,45,10,10,0.1,10,0,4343,-1319.6299999999958,0.4211374625834676
485,45,1.9472256551126341,24,39,supertrend,0,0,0,1,10,10,5,0.1,10,0,4325,18.879999999998972,0.5109826589595375
486,68,2.0439487357204156,69,50,supertrend,0,0,0,1,20,40,25,0.1,10,0,3703,-18.08000000000675,0.5398325681879557
487,55,0.5490321879198861,74,14,supertrend,0,0,0,1,25,25,5,0.1,10,0,16243,-587.6000000000245,0.533152742719941
488,38,2.709023747515469,76,14,supertrend,0,0,0,1,50,50,15,0.1,10,0,2885,879.5199999999925,0.4530329289428076
489,91,2.5162742500483946,72,49,supertrend,0,0,0,1,20,45,10,0.1,10,0,2951,700.3299999999927,0.5299898339545916
490,50,2.5904708987478418,53,6,supertrend,0,0,0,1,40,50,25,0.1,10,0,2825,62.939999999982774,0.37026548672566373
491,73,1.9694844691663218,32,50,supertrend,0,0,0,1,10,10,20,0.1,10,0,3827,316.5699999999915,0.5074470864907238
492,80,2.8982968358233485,75,48,supertrend,0,0,0,1,15,25,20,0.1,10,0,2525,-430.0099999999991,0.5001980198019802
493,63,1.0914950266928813,44,23,supertrend,0,0,0,1,30,15,15,0.1,10,0,8342,240.6800000000012,0.5354830975785183
494,42,2.8432980914931894,17,44,supertrend,0,0,0,1,50,15,25,0.1,10,0,2776,186.7199999999923,0.5324207492795389
495,22,3.329267305664286,60,8,supertrend,0,0,0,1,20,35,20,0.1,10,0,1856,691.3200000000043,0.3766163793103448
496,84,2.815811397117006,20,18,supertrend,0,0,0,1,15,40,10,0.1,10,0,2771,117.74000000000024,0.4453265968964273
497,69,1.017468338486522,64,39,supertrend,0,0,0,1,5,30,15,0.1,10,0,6950,605.4000000000078,0.4674820143884892
498,78,2.1936245823781166,58,35,supertrend,0,0,0,1,35,10,15,0.1,10,0,3735,-552.8099999999961,0.5111111111111111
499,27,2.0974637270507532,68,9,supertrend,0,0,0,1,35,20,10,0.1,10,0,3983,47.75000000000796,0.41426060758222444
500,24,2.934446113876592,61,21,supertrend,0,0,0,1,25,5,15,0.1,10,0,2549,571.4099999999971,0.4974499803844645
501,87,2.227891933027984,10,44,supertrend,0,0,0,1,10,25,10,0.1,10,0,3507,1210.139999999993,0.4981465640148275
502,64,2.731336125894913,33,33,supertrend,0,0,0,1,15,15,5,0.1,10,0,2941,32.98999999998273,0.504250255015301
503,56,3.439012539305886,76,13,supertrend,0,0,0,1,20,45,5,0.1,10,0,1986,811.1400000000067,0.4209466263846928
504,79,3.3121670148914513,41,24,supertrend,0,0,0,1,5,45,15,0.1,10,0,2243,-279.75000000000773,0.3000445831475702
505,36,2.499809177539755,68,22,supertrend,0,0,0,1,15,50,10,0.1,10,0,3443,909.3600000000088,0.49665988963113566
