no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate
581,19,3.343415128885416,85,35,PPP,0,0,0,1,300,500,150,0.1,10,0,252,4414.0,0.46825396825396826
582,58,2.9121088326225255,21,26,PPP,0,0,0,1,500,400,150,0.1,10,0,294,-510.0,0.47278911564625853
583,50,0.5654575778947442,61,41,PPP,0,0,0,1,100,500,50,0.1,10,0,932,5315.0,0.4334763948497854
584,33,3.219409856113924,27,13,PPP,0,0,0,1,300,450,100,0.1,10,0,222,1820.0,0.3918918918918919
585,97,0.7205212018305369,63,42,PPP,0,0,0,1,450,50,150,0.1,10,0,840,6238.0,0.5238095238095238
586,96,2.200623282097199,27,40,PPP,0,0,0,1,450,100,100,0.1,10,0,413,-4968.0,0.47699757869249393
587,55,2.378777179052604,86,35,PPP,0,0,0,1,400,500,250,0.1,10,0,379,6540.0,0.5514511873350924
588,79,1.0907391133072868,57,19,PPP,0,0,0,1,350,450,200,0.1,10,0,982,3259.0,0.5193482688391039
589,73,1.7872507106654787,84,46,PPP,0,0,0,1,100,200,150,0.1,10,0,482,-359.0,0.3381742738589212
590,68,2.1980119357048844,71,5,PPP,0,0,0,1,450,500,100,0.1,10,0,366,-2423.0,0.3879781420765027
591,83,1.304023059534456,49,30,PPP,0,0,0,1,350,200,100,0.1,10,0,716,-508.0,0.5251396648044693
592,27,0.8150261661643652,72,49,PPP,0,0,0,1,500,450,250,0.1,10,0,754,-1744.0,0.5397877984084881
593,69,2.4454679397599515,24,33,PPP,0,0,0,1,500,50,50,0.1,10,0,387,1567.0,0.4754521963824289
594,41,0.5949454954935897,51,35,PPP,0,0,0,1,50,200,50,0.1,10,0,1026,3299.0,0.3138401559454191
595,76,1.0597121946516435,97,8,PPP,0,0,0,1,450,100,50,0.1,10,0,1139,3724.0,0.4934152765583846
596,93,0.6187164760264591,10,38,PPP,0,0,0,1,200,200,250,0.1,10,0,962,2772.0,0.5103950103950103
597,19,1.5616275638855366,50,34,PPP,0,0,0,1,500,400,100,0.1,10,0,637,2525.0,0.5290423861852434
598,94,1.090028612554284,80,34,PPP,0,0,0,1,150,50,200,0.1,10,0,772,3383.0,0.49093264248704666
599,88,3.144684226975631,54,39,PPP,0,0,0,1,150,450,150,0.1,10,0,260,2026.0,0.35384615384615387
600,68,1.5238736322650044,58,16,PPP,0,0,0,1,450,450,100,0.1,10,0,733,7545.0,0.5211459754433834
601,21,2.29933906695406,19,18,PPP,0,0,0,1,250,450,200,0.1,10,0,425,2445.0,0.4588235294117647
602,77,2.526692244528698,67,21,PPP,0,0,0,1,200,100,150,0.1,10,0,366,6516.0,0.47540983606557374
603,93,1.1833850755665147,91,38,PPP,0,0,0,1,250,300,200,0.1,10,0,712,9083.0,0.5393258426966292
604,16,2.9522560395713584,50,24,PPP,0,0,0,1,250,450,50,0.1,10,0,296,3412.0,0.4189189189189189
605,29,1.684367013044151,54,29,PPP,0,0,0,1,150,350,50,0.1,10,0,615,6489.0,0.45691056910569106
606,82,1.4955417516857477,99,39,PPP,0,0,0,1,400,500,100,0.1,10,0,597,-5230.0,0.5159128978224455
607,25,3.0605433168474088,93,17,PPP,0,0,0,1,500,100,250,0.1,10,0,258,-2506.0,0.4728682170542636
608,18,1.1249581518533023,62,37,PPP,0,0,0,1,50,500,250,0.1,10,0,752,-1478.0,0.2646276595744681
609,94,0.578961297276381,89,10,PPP,0,0,0,1,150,300,150,0.1,10,0,1963,7804.0,0.5022924095771778
610,61,1.101237749312375,73,21,PPP,0,0,0,1,100,500,150,0.1,10,0,942,2222.0,0.40658174097664546
611,72,1.2347203665960969,91,50,PPP,0,0,0,1,450,350,250,0.1,10,0,601,-5862.0,0.5291181364392679
612,57,1.3511402848057241,77,8,PPP,0,0,0,1,200,300,100,0.1,10,0,841,844.0,0.4268727705112961
613,29,1.7920176852336245,50,43,PPP,0,0,0,1,450,400,200,0.1,10,0,519,-9269.0,0.51252408477842
