no,p1.n_bo,p1.window,p1.term_max,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
124,2,24,96,supertrend,0,0,0,1,200,500,200,0.1,10,0,584,-52212.0,0.16095890410958905,-54696.0,88 days 00:30:00
125,2,24,96,supertrend,0,0,0,1,350,400,50,0.1,10,0,539,-89488.0,0.21521335807050093,-93534.2,47 days 08:30:00
126,2,24,96,supertrend,0,0,0,1,500,150,150,0.1,10,0,584,-47682.0,0.339041095890411,-50043.6,69 days 02:45:00
127,2,24,96,supertrend,0,0,0,1,500,500,150,0.1,10,0,387,-94710.0,0.2222222222222222,-98103.6,42 days 00:30:00
128,2,24,96,supertrend,0,0,0,1,200,400,200,0.1,10,0,584,-51646.0,0.17294520547945205,-54130.0,56 days 11:45:00
129,2,24,96,supertrend,0,0,0,1,350,200,200,0.1,10,0,584,-62151.0,0.2842465753424658,-65889.8,45 days 20:30:00
130,2,24,96,supertrend,0,0,0,1,450,150,250,0.1,10,0,584,-47305.0,0.3287671232876712,-49779.4,65 days 21:00:00
131,2,24,96,supertrend,0,0,0,1,450,50,250,0.1,10,0,584,-23126.0,0.4041095890410959,-22690.7,134 days 15:45:00
132,2,24,96,supertrend,0,0,0,1,150,500,50,0.1,10,0,584,-38271.0,0.13356164383561644,-40980.0,98 days 05:30:00
133,2,24,96,supertrend,0,0,0,1,350,100,200,0.1,10,0,584,-33588.0,0.3458904109589041,-36451.4,86 days 08:15:00
134,2,24,96,supertrend,0,0,0,1,500,450,100,0.1,10,0,399,-93185.0,0.22556390977443608,-96674.1,35 days 03:45:00
135,2,24,96,supertrend,0,0,0,1,150,500,100,0.1,10,0,584,-38516.0,0.13356164383561644,-41225.0,88 days 03:45:00
136,2,24,96,supertrend,0,0,0,1,500,50,100,0.1,10,0,584,-23718.0,0.4092465753424658,-23241.9,95 days 20:00:00
137,2,24,96,supertrend,0,0,0,1,50,200,150,0.1,10,0,584,-13308.0,0.09931506849315068,-13083.0,215 days 15:00:00
138,2,24,96,supertrend,0,0,0,1,350,500,100,0.1,10,0,539,-90224.0,0.20408163265306123,-94262.6,53 days 22:45:00
139,2,24,96,supertrend,0,0,0,1,150,450,100,0.1,10,0,584,-37791.0,0.1386986301369863,-40500.0,85 days 15:00:00
140,2,24,96,supertrend,0,0,0,1,300,150,150,0.1,10,0,584,-49762.0,0.2910958904109589,-52223.2,65 days 21:00:00
141,2,24,96,supertrend,0,0,0,1,150,250,250,0.1,10,0,584,-39458.0,0.1797945205479452,-42167.0,35 days 23:30:00
142,2,24,96,supertrend,0,0,0,1,400,500,250,0.1,10,0,492,-95344.0,0.20934959349593496,-99167.6,47 days 09:00:00
143,2,24,96,supertrend,0,0,0,1,200,500,200,0.1,10,0,584,-52212.0,0.16095890410958905,-54696.0,88 days 00:30:00
144,2,24,96,supertrend,0,0,0,1,250,400,150,0.1,10,0,571,-65825.0,0.18739054290718038,-69618.0,64 days 11:30:00
145,2,24,96,supertrend,0,0,0,1,150,350,50,0.1,10,0,584,-36008.0,0.15753424657534246,-38717.0,90 days 23:30:00
146,2,24,96,supertrend,0,0,0,1,450,500,50,0.1,10,0,416,-92440.0,0.2091346153846154,-96056.2,43 days 12:15:00
147,2,24,96,supertrend,0,0,0,1,150,250,50,0.1,10,0,584,-38571.0,0.1797945205479452,-41280.0,35 days 23:30:00
148,2,24,96,supertrend,0,0,0,1,200,50,100,0.1,10,0,584,-24267.0,0.3493150684931507,-23970.9,73 days 02:15:00
149,2,24,96,supertrend,0,0,0,1,200,450,250,0.1,10,0,584,-52116.0,0.1643835616438356,-54600.0,84 days 12:45:00
150,2,24,96,supertrend,0,0,0,1,200,400,50,0.1,10,0,584,-51301.0,0.17123287671232876,-53785.0,56 days 11:45:00
151,2,24,96,supertrend,0,0,0,1,200,450,100,0.1,10,0,584,-52107.0,0.1643835616438356,-54591.0,84 days 12:45:00
152,2,24,96,supertrend,0,0,0,1,300,200,50,0.1,10,0,584,-65628.0,0.261986301369863,-69342.5,35 days 05:15:00
153,2,24,96,supertrend,0,0,0,1,300,350,200,0.1,10,0,571,-82949.0,0.21015761821366025,-86530.3,50 days 08:00:00
154,2,24,96,supertrend,0,0,0,1,250,250,200,0.1,10,0,571,-67530.0,0.22942206654991243,-71323.0,34 days 15:30:00
155,2,24,96,supertrend,0,0,0,1,200,50,50,0.1,10,0,584,-26479.0,0.3287671232876712,-26084.8,45 days 22:45:00
156,2,24,96,supertrend,0,0,0,1,250,200,250,0.1,10,0,584,-60799.0,0.25,-64663.5,38 days 23:00:00
157,2,24,96,supertrend,0,0,0,1,450,150,250,0.1,10,0,584,-47305.0,0.3287671232876712,-49779.4,65 days 21:00:00
158,2,24,96,supertrend,0,0,0,1,250,350,150,0.1,10,0,571,-65924.0,0.1978984238178634,-69717.0,64 days 11:30:00
159,2,24,96,supertrend,0,0,0,1,450,500,250,0.1,10,0,416,-92649.0,0.2091346153846154,-96257.6,43 days 12:15:00
160,2,24,96,supertrend,0,0,0,1,200,300,150,0.1,10,0,584,-52277.0,0.1969178082191781,-54761.0,29 days 02:15:00
161,2,24,96,supertrend,0,0,0,1,150,300,200,0.1,10,0,584,-37358.0,0.1695205479452055,-40067.0,49 days 17:30:00
162,2,24,96,supertrend,0,0,0,1,400,150,150,0.1,10,0,584,-47947.0,0.3219178082191781,-50368.6,74 days 12:00:00
163,2,24,96,supertrend,0,0,0,1,250,50,250,0.1,10,0,584,-23662.0,0.3681506849315068,-23346.7,78 days 23:00:00
164,2,24,96,supertrend,0,0,0,1,300,500,150,0.1,10,0,571,-84456.0,0.18563922942206654,-88037.3,54 days 12:15:00
165,2,24,96,supertrend,0,0,0,1,200,250,150,0.1,10,0,584,-54381.0,0.2089041095890411,-56865.0,20 days 01:15:00
166,2,24,96,supertrend,0,0,0,1,350,100,250,0.1,10,0,584,-33349.0,0.3476027397260274,-36212.4,86 days 08:15:00
167,2,24,96,supertrend,0,0,0,1,500,100,50,0.1,10,0,584,-36664.0,0.3681506849315068,-39316.8,82 days 02:30:00
168,2,24,96,supertrend,0,0,0,1,250,150,50,0.1,10,0,584,-49203.0,0.2756849315068493,-51724.2,91 days 08:30:00
169,2,24,96,supertrend,0,0,0,1,100,200,50,0.1,10,0,584,-29258.0,0.14897260273972604,-28808.0,140 days 10:30:00
170,2,24,96,supertrend,0,0,0,1,150,350,250,0.1,10,0,584,-36642.0,0.15753424657534246,-39351.0,97 days 04:15:00
171,2,24,96,supertrend,0,0,0,1,400,100,250,0.1,10,0,584,-31644.0,0.3647260273972603,-34477.4,113 days 22:30:00
172,2,24,96,supertrend,0,0,0,1,350,350,50,0.1,10,0,539,-89685.0,0.22448979591836735,-93731.2,47 days 08:30:00
173,2,24,96,supertrend,0,0,0,1,150,200,200,0.1,10,0,584,-40627.0,0.1952054794520548,-43336.0,40 days 13:00:00
174,2,24,96,supertrend,0,0,0,1,300,50,250,0.1,10,0,584,-24302.0,0.3767123287671233,-23956.7,96 days 01:00:00
175,2,24,96,supertrend,0,0,0,1,150,150,100,0.1,10,0,584,-40182.0,0.22945205479452055,-42891.0,49 days 15:45:00
176,2,24,96,supertrend,0,0,0,1,100,300,200,0.1,10,0,584,-26737.0,0.13013698630136986,-26287.0,112 days 14:15:00
177,2,24,96,supertrend,0,0,0,1,250,300,50,0.1,10,0,571,-64799.0,0.21541155866900175,-68592.0,43 days 20:30:00
178,2,24,96,supertrend,0,0,0,1,350,250,200,0.1,10,0,568,-73441.0,0.2623239436619718,-77644.3,30 days 11:15:00
179,2,24,96,supertrend,0,0,0,1,300,350,100,0.1,10,0,571,-82923.0,0.21015761821366025,-86504.3,50 days 08:00:00
180,2,24,96,supertrend,0,0,0,1,400,250,200,0.1,10,0,568,-74814.0,0.272887323943662,-78852.3,24 days 17:30:00
181,2,24,96,supertrend,0,0,0,1,150,500,200,0.1,10,0,584,-38516.0,0.13356164383561644,-41225.0,88 days 03:45:00
182,2,24,96,supertrend,0,0,0,1,250,200,150,0.1,10,0,584,-60739.0,0.25,-64603.5,47 days 01:45:00
183,2,24,96,supertrend,0,0,0,1,50,50,250,0.1,10,0,584,-13458.0,0.20376712328767124,-13233.0,56 days 06:00:00
184,2,24,96,supertrend,0,0,0,1,50,400,150,0.1,10,0,584,-12485.0,0.06678082191780822,-12260.0,231 days 12:30:00
185,2,24,96,supertrend,0,0,0,1,250,200,50,0.1,10,0,584,-60974.0,0.2482876712328767,-64838.5,42 days 13:00:00
186,2,24,96,supertrend,0,0,0,1,500,300,150,0.1,10,0,543,-88764.0,0.26519337016574585,-92700.8,41 days 21:30:00
187,2,24,96,supertrend,0,0,0,1,50,200,150,0.1,10,0,584,-13308.0,0.09931506849315068,-13083.0,215 days 15:00:00
188,2,24,96,supertrend,0,0,0,1,150,150,150,0.1,10,0,584,-40271.0,0.22945205479452055,-42980.0,49 days 15:45:00
189,2,24,96,supertrend,0,0,0,1,250,300,200,0.1,10,0,571,-65718.0,0.21541155866900175,-69511.0,43 days 20:30:00
190,2,24,96,supertrend,0,0,0,1,400,150,50,0.1,10,0,584,-50678.0,0.3167808219178082,-53099.6,81 days 01:00:00
191,2,24,96,supertrend,0,0,0,1,350,450,100,0.1,10,0,539,-90387.0,0.2077922077922078,-94425.6,50 days 08:00:00
192,2,24,96,supertrend,0,0,0,1,250,150,50,0.1,10,0,584,-49203.0,0.2756849315068493,-51724.2,91 days 08:30:00
193,2,24,96,supertrend,0,0,0,1,450,450,150,0.1,10,0,416,-92572.0,0.21394230769230768,-96180.6,35 days 04:15:00
194,2,24,96,supertrend,0,0,0,1,450,200,50,0.1,10,0,584,-65363.0,0.3030821917808219,-68882.5,45 days 20:45:00
195,2,24,96,supertrend,0,0,0,1,100,400,150,0.1,10,0,584,-26239.0,0.1113013698630137,-25789.0,120 days 05:30:00
196,2,24,96,supertrend,0,0,0,1,350,50,250,0.1,10,0,584,-24273.0,0.3852739726027397,-23897.7,80 days 12:15:00
197,2,24,96,supertrend,0,0,0,1,300,400,150,0.1,10,0,571,-83231.0,0.19964973730297722,-86812.3,50 days 08:00:00
198,2,24,96,supertrend,0,0,0,1,500,100,200,0.1,10,0,584,-33070.0,0.3732876712328767,-35843.4,83 days 02:45:00
199,2,24,96,supertrend,0,0,0,1,100,400,50,0.1,10,0,584,-26214.0,0.1095890410958904,-25764.0,105 days 01:00:00
200,2,24,96,supertrend,0,0,0,1,350,300,150,0.1,10,0,546,-85407.0,0.23809523809523808,-89503.9,33 days 07:45:00
201,2,24,96,supertrend,0,0,0,1,350,450,150,0.1,10,0,539,-90396.0,0.2077922077922078,-94434.6,50 days 08:00:00
202,2,24,96,supertrend,0,0,0,1,50,100,50,0.1,10,0,584,-12044.0,0.15753424657534246,-11819.0,165 days 14:15:00
203,2,24,96,supertrend,0,0,0,1,300,450,250,0.1,10,0,571,-84523.0,0.18914185639229422,-88104.3,43 days 12:00:00
204,2,24,96,supertrend,0,0,0,1,100,500,100,0.1,10,0,584,-27805.0,0.09931506849315068,-27355.0,183 days 16:45:00
205,2,24,96,supertrend,0,0,0,1,300,50,50,0.1,10,0,584,-28453.0,0.3613013698630137,-27998.8,75 days 04:15:00
206,2,24,96,supertrend,0,0,0,1,100,350,200,0.1,10,0,584,-25430.0,0.12157534246575342,-24980.0,149 days 10:45:00
207,2,24,96,supertrend,0,0,0,1,250,150,150,0.1,10,0,584,-47695.0,0.2808219178082192,-50216.2,65 days 21:00:00
208,2,24,96,supertrend,0,0,0,1,400,300,200,0.1,10,0,545,-87376.0,0.24954128440366974,-91307.9,41 days 00:45:00
209,2,24,96,supertrend,0,0,0,1,200,450,200,0.1,10,0,584,-52116.0,0.1643835616438356,-54600.0,84 days 12:45:00
210,2,24,96,supertrend,0,0,0,1,450,350,250,0.1,10,0,527,-97543.0,0.24478178368121442,-101278.8,47 days 08:45:00
211,2,24,96,supertrend,0,0,0,1,100,50,250,0.1,10,0,584,-21440.0,0.2825342465753425,-21191.8,81 days 22:30:00
212,2,24,96,supertrend,0,0,0,1,250,450,50,0.1,10,0,571,-66677.0,0.17688266199649738,-70470.0,69 days 00:15:00
213,2,24,96,supertrend,0,0,0,1,50,500,50,0.1,10,0,584,-11490.0,0.06335616438356165,-11265.0,301 days 01:15:00
214,2,24,96,supertrend,0,0,0,1,300,150,250,0.1,10,0,584,-49368.0,0.2893835616438356,-51829.2,70 days 09:45:00
215,2,24,96,supertrend,0,0,0,1,250,500,50,0.1,10,0,571,-66769.0,0.1733800350262697,-70562.0,72 days 02:30:00
216,2,24,96,supertrend,0,0,0,1,50,500,250,0.1,10,0,584,-11813.0,0.06335616438356165,-11588.0,255 days 12:45:00
217,2,24,96,supertrend,0,0,0,1,450,450,200,0.1,10,0,416,-92572.0,0.21394230769230768,-96180.6,35 days 04:15:00
218,2,24,96,supertrend,0,0,0,1,300,250,100,0.1,10,0,571,-76871.0,0.23992994746059546,-80452.3,30 days 13:15:00
219,2,24,96,supertrend,0,0,0,1,50,100,100,0.1,10,0,584,-12355.0,0.15924657534246575,-12130.0,165 days 14:15:00
220,2,24,96,supertrend,0,0,0,1,350,100,200,0.1,10,0,584,-33588.0,0.3458904109589041,-36451.4,86 days 08:15:00
221,2,24,96,supertrend,0,0,0,1,500,150,200,0.1,10,0,584,-47158.0,0.3373287671232877,-49602.4,69 days 02:45:00
222,2,24,96,supertrend,0,0,0,1,450,450,150,0.1,10,0,416,-92572.0,0.21394230769230768,-96180.6,35 days 04:15:00
223,2,24,96,supertrend,0,0,0,1,500,450,50,0.1,10,0,399,-92922.0,0.22556390977443608,-96418.7,35 days 03:45:00
224,2,24,96,supertrend,0,0,0,1,500,400,250,0.1,10,0,459,-96416.0,0.23529411764705882,-100102.1,40 days 23:15:00
225,2,24,96,supertrend,0,0,0,1,500,350,250,0.1,10,0,526,-96701.0,0.25475285171102663,-100483.4,37 days 00:15:00
226,2,24,96,supertrend,0,0,0,1,500,400,250,0.1,10,0,459,-96416.0,0.23529411764705882,-100102.1,40 days 23:15:00
227,2,24,96,supertrend,0,0,0,1,250,50,150,0.1,10,0,584,-23762.0,0.3681506849315068,-23446.7,78 days 23:00:00
228,2,24,96,supertrend,0,0,0,1,150,450,100,0.1,10,0,584,-37791.0,0.1386986301369863,-40500.0,85 days 15:00:00
229,2,24,96,supertrend,0,0,0,1,450,400,150,0.1,10,0,461,-94118.0,0.2299349240780911,-97816.0,75 days 05:45:00
230,2,24,96,supertrend,0,0,0,1,50,500,150,0.1,10,0,584,-11813.0,0.06335616438356165,-11588.0,255 days 12:45:00
231,2,24,96,supertrend,0,0,0,1,500,200,200,0.1,10,0,584,-62421.0,0.3133561643835616,-66075.7,64 days 11:15:00
232,2,24,96,supertrend,0,0,0,1,100,100,100,0.1,10,0,584,-28690.0,0.2191780821917808,-28240.0,93 days 06:45:00
233,2,24,96,supertrend,0,0,0,1,300,250,150,0.1,10,0,571,-76810.0,0.23992994746059546,-80391.3,30 days 11:30:00
234,2,24,96,supertrend,0,0,0,1,400,300,250,0.1,10,0,545,-87376.0,0.24954128440366974,-91307.9,41 days 00:45:00
235,2,24,96,supertrend,0,0,0,1,300,500,250,0.1,10,0,571,-84456.0,0.18563922942206654,-88037.3,54 days 12:15:00
236,2,24,96,supertrend,0,0,0,1,250,200,150,0.1,10,0,584,-60739.0,0.25,-64603.5,47 days 01:45:00
237,2,24,96,supertrend,0,0,0,1,150,350,250,0.1,10,0,584,-36642.0,0.15753424657534246,-39351.0,97 days 04:15:00
238,2,24,96,supertrend,0,0,0,1,250,350,250,0.1,10,0,571,-65924.0,0.1978984238178634,-69717.0,64 days 11:30:00
239,2,24,96,supertrend,0,0,0,1,150,350,200,0.1,10,0,584,-36642.0,0.15753424657534246,-39351.0,97 days 04:15:00
240,2,24,96,supertrend,0,0,0,1,100,350,100,0.1,10,0,584,-25404.0,0.12157534246575342,-24954.0,149 days 10:45:00
241,2,24,96,supertrend,0,0,0,1,200,250,100,0.1,10,0,584,-54314.0,0.2089041095890411,-56798.0,20 days 03:00:00
242,2,24,96,supertrend,0,0,0,1,100,200,50,0.1,10,0,584,-29258.0,0.14897260273972604,-28808.0,140 days 10:30:00
243,2,24,96,supertrend,0,0,0,1,200,350,200,0.1,10,0,584,-51702.0,0.1832191780821918,-54186.0,73 days 23:00:00
244,2,24,96,supertrend,0,0,0,1,400,500,50,0.1,10,0,492,-95047.0,0.20934959349593496,-98878.2,47 days 09:00:00
245,2,24,96,supertrend,0,0,0,1,350,200,200,0.1,10,0,584,-62151.0,0.2842465753424658,-65889.8,45 days 20:30:00
246,2,24,96,supertrend,0,0,0,1,400,250,50,0.1,10,0,568,-76492.0,0.272887323943662,-80441.3,24 days 13:45:00
247,2,24,96,supertrend,0,0,0,1,350,50,250,0.1,10,0,584,-24273.0,0.3852739726027397,-23897.7,80 days 12:15:00
248,2,24,96,supertrend,0,0,0,1,400,200,100,0.1,10,0,584,-63274.0,0.2945205479452055,-66825.0,24 days 16:30:00
249,2,24,96,supertrend,0,0,0,1,50,300,100,0.1,10,0,584,-11937.0,0.0839041095890411,-11712.0,405 days 21:15:00
250,2,24,96,supertrend,0,0,0,1,150,400,200,0.1,10,0,584,-36860.0,0.14726027397260275,-39569.0,90 days 05:45:00
251,2,24,96,supertrend,0,0,0,1,500,250,250,0.1,10,0,568,-75212.0,0.2904929577464789,-79255.2,63 days 04:30:00
252,2,24,96,supertrend,0,0,0,1,50,250,200,0.1,10,0,584,-12277.0,0.09075342465753425,-12052.0,359 days 23:00:00
253,2,24,96,supertrend,0,0,0,1,50,250,100,0.1,10,0,584,-12242.0,0.09075342465753425,-12017.0,368 days 00:00:00
254,2,24,96,supertrend,0,0,0,1,350,300,50,0.1,10,0,546,-85260.0,0.23809523809523808,-89364.5,42 days 00:15:00
255,2,24,96,supertrend,0,0,0,1,50,400,100,0.1,10,0,584,-12485.0,0.06678082191780822,-12260.0,231 days 12:30:00
256,2,24,96,supertrend,0,0,0,1,250,250,200,0.1,10,0,571,-67530.0,0.22942206654991243,-71323.0,34 days 15:30:00
257,2,24,96,supertrend,0,0,0,1,50,250,250,0.1,10,0,584,-12277.0,0.09075342465753425,-12052.0,359 days 23:00:00
258,2,24,96,supertrend,0,0,0,1,450,400,150,0.1,10,0,461,-94118.0,0.2299349240780911,-97816.0,75 days 05:45:00
259,2,24,96,supertrend,0,0,0,1,350,100,50,0.1,10,0,584,-36871.0,0.3424657534246575,-39613.8,88 days 11:45:00
260,2,24,96,supertrend,0,0,0,1,400,50,200,0.1,10,0,584,-22480.0,0.4006849315068493,-22074.7,156 days 00:30:00
261,2,24,96,supertrend,0,0,0,1,250,350,50,0.1,10,0,571,-65204.0,0.1978984238178634,-68997.0,70 days 01:45:00
262,2,24,96,supertrend,0,0,0,1,200,200,150,0.1,10,0,584,-55975.0,0.2243150684931507,-58459.0,31 days 11:15:00
263,2,24,96,supertrend,0,0,0,1,500,250,200,0.1,10,0,568,-75234.0,0.2904929577464789,-79277.2,63 days 04:30:00
264,2,24,96,supertrend,0,0,0,1,250,150,200,0.1,10,0,584,-47585.0,0.2791095890410959,-50106.2,70 days 09:45:00
265,2,24,96,supertrend,0,0,0,1,100,100,100,0.1,10,0,584,-28690.0,0.2191780821917808,-28240.0,93 days 06:45:00
266,2,24,96,supertrend,0,0,0,1,350,500,250,0.1,10,0,539,-90233.0,0.20408163265306123,-94271.6,53 days 22:45:00
267,2,24,96,supertrend,0,0,0,1,250,50,50,0.1,10,0,584,-26553.0,0.3527397260273973,-26128.8,82 days 02:45:00
268,2,24,96,supertrend,0,0,0,1,450,200,50,0.1,10,0,584,-65363.0,0.3030821917808219,-68882.5,45 days 20:45:00
269,2,24,96,supertrend,0,0,0,1,200,200,50,0.1,10,0,584,-55522.0,0.2226027397260274,-58006.0,21 days 03:30:00
270,2,24,96,supertrend,0,0,0,1,300,350,200,0.1,10,0,571,-82949.0,0.21015761821366025,-86530.3,50 days 08:00:00
271,2,24,96,supertrend,0,0,0,1,250,50,250,0.1,10,0,584,-23662.0,0.3681506849315068,-23346.7,78 days 23:00:00
272,2,24,96,supertrend,0,0,0,1,300,500,50,0.1,10,0,571,-84175.0,0.18563922942206654,-87760.1,54 days 12:15:00
273,2,24,96,supertrend,0,0,0,1,350,200,250,0.1,10,0,584,-62151.0,0.2842465753424658,-65889.8,45 days 20:30:00
274,2,24,96,supertrend,0,0,0,1,300,350,150,0.1,10,0,571,-82949.0,0.21015761821366025,-86530.3,50 days 08:00:00
275,2,24,96,supertrend,0,0,0,1,400,500,200,0.1,10,0,492,-95344.0,0.20934959349593496,-99167.6,47 days 09:00:00
276,2,24,96,supertrend,0,0,0,1,50,150,250,0.1,10,0,584,-11483.0,0.13184931506849315,-11258.0,180 days 14:00:00
277,2,24,96,supertrend,0,0,0,1,400,50,50,0.1,10,0,584,-26284.0,0.3904109589041096,-25769.8,65 days 04:00:00
278,2,24,96,supertrend,0,0,0,1,450,200,150,0.1,10,0,584,-62942.0,0.3047945205479452,-66461.5,74 days 12:00:00
279,2,24,96,supertrend,0,0,0,1,250,50,250,0.1,10,0,584,-23662.0,0.3681506849315068,-23346.7,78 days 23:00:00
280,2,24,96,supertrend,0,0,0,1,400,150,50,0.1,10,0,584,-50678.0,0.3167808219178082,-53099.6,81 days 01:00:00
281,2,24,96,supertrend,0,0,0,1,200,450,150,0.1,10,0,584,-52116.0,0.1643835616438356,-54600.0,84 days 12:45:00
282,2,24,96,supertrend,0,0,0,1,200,500,150,0.1,10,0,584,-52212.0,0.16095890410958905,-54696.0,88 days 00:30:00
283,2,24,96,supertrend,0,0,0,1,150,400,200,0.1,10,0,584,-36860.0,0.14726027397260275,-39569.0,90 days 05:45:00
284,2,24,96,supertrend,0,0,0,1,100,350,200,0.1,10,0,584,-25430.0,0.12157534246575342,-24980.0,149 days 10:45:00
285,2,24,96,supertrend,0,0,0,1,50,300,200,0.1,10,0,584,-11937.0,0.0839041095890411,-11712.0,405 days 21:15:00
286,2,24,96,supertrend,0,0,0,1,350,150,100,0.1,10,0,584,-48868.0,0.3082191780821918,-51319.6,74 days 13:00:00
287,2,24,96,supertrend,0,0,0,1,300,500,250,0.1,10,0,571,-84456.0,0.18563922942206654,-88037.3,54 days 12:15:00
288,2,24,96,supertrend,0,0,0,1,250,500,150,0.1,10,0,571,-67050.0,0.1733800350262697,-70843.0,72 days 02:30:00
289,2,24,96,supertrend,0,0,0,1,300,200,250,0.1,10,0,584,-64352.0,0.2636986301369863,-68066.5,43 days 12:15:00
290,2,24,96,supertrend,0,0,0,1,250,350,100,0.1,10,0,571,-65898.0,0.1978984238178634,-69691.0,64 days 11:30:00
291,2,24,96,supertrend,0,0,0,1,200,50,150,0.1,10,0,584,-24006.0,0.351027397260274,-23720.7,73 days 02:15:00
292,2,24,96,supertrend,0,0,0,1,250,300,100,0.1,10,0,571,-65596.0,0.21541155866900175,-69389.0,43 days 20:30:00
293,2,24,96,supertrend,0,0,0,1,100,200,250,0.1,10,0,584,-29511.0,0.1506849315068493,-29061.0,104 days 12:45:00
294,2,24,96,supertrend,0,0,0,1,200,200,150,0.1,10,0,584,-55975.0,0.2243150684931507,-58459.0,31 days 11:15:00
295,2,24,96,supertrend,0,0,0,1,200,100,150,0.1,10,0,584,-34168.0,0.3013698630136986,-37121.4,71 days 10:15:00
296,2,24,96,supertrend,0,0,0,1,300,450,250,0.1,10,0,571,-84523.0,0.18914185639229422,-88104.3,43 days 12:00:00
297,2,24,96,supertrend,0,0,0,1,350,500,50,0.1,10,0,539,-89933.0,0.20408163265306123,-93979.2,53 days 22:45:00
298,2,24,96,supertrend,0,0,0,1,200,150,50,0.1,10,0,584,-48596.0,0.2517123287671233,-51180.7,50 days 12:15:00
299,2,24,96,supertrend,0,0,0,1,250,400,250,0.1,10,0,571,-66008.0,0.18739054290718038,-69801.0,64 days 11:30:00
300,2,24,96,supertrend,0,0,0,1,100,250,200,0.1,10,0,584,-28610.0,0.136986301369863,-28160.0,111 days 09:45:00
301,2,24,96,supertrend,0,0,0,1,100,50,50,0.1,10,0,584,-22413.0,0.2636986301369863,-22060.8,77 days 21:15:00
302,2,24,96,supertrend,0,0,0,1,250,200,200,0.1,10,0,584,-60799.0,0.25,-64663.5,38 days 23:00:00
303,2,24,96,supertrend,0,0,0,1,300,250,150,0.1,10,0,571,-76810.0,0.23992994746059546,-80391.3,30 days 11:30:00
304,2,24,96,supertrend,0,0,0,1,400,450,150,0.1,10,0,492,-95479.0,0.21341463414634146,-99302.6,43 days 12:15:00
305,2,24,96,supertrend,0,0,0,1,500,400,250,0.1,10,0,459,-96416.0,0.23529411764705882,-100102.1,40 days 23:15:00
306,2,24,96,supertrend,0,0,0,1,100,500,250,0.1,10,0,584,-27805.0,0.09931506849315068,-27355.0,183 days 16:45:00
307,2,24,96,supertrend,0,0,0,1,100,50,50,0.1,10,0,584,-22413.0,0.2636986301369863,-22060.8,77 days 21:15:00
308,2,24,96,supertrend,0,0,0,1,450,450,150,0.1,10,0,416,-92572.0,0.21394230769230768,-96180.6,35 days 04:15:00
309,2,24,96,supertrend,0,0,0,1,350,50,200,0.1,10,0,584,-24303.0,0.3852739726027397,-23927.7,80 days 12:15:00
310,2,24,96,supertrend,0,0,0,1,300,250,200,0.1,10,0,571,-76813.0,0.23992994746059546,-80394.3,30 days 11:15:00
311,2,24,96,supertrend,0,0,0,1,150,350,200,0.1,10,0,584,-36642.0,0.15753424657534246,-39351.0,97 days 04:15:00
312,2,24,96,supertrend,0,0,0,1,50,400,100,0.1,10,0,584,-12485.0,0.06678082191780822,-12260.0,231 days 12:30:00
313,2,24,96,supertrend,0,0,0,1,300,50,250,0.1,10,0,584,-24302.0,0.3767123287671233,-23956.7,96 days 01:00:00
314,2,24,96,supertrend,0,0,0,1,500,50,250,0.1,10,0,584,-23091.0,0.4092465753424658,-22625.7,111 days 23:00:00
315,2,24,96,supertrend,0,0,0,1,300,450,250,0.1,10,0,571,-84523.0,0.18914185639229422,-88104.3,43 days 12:00:00
316,2,24,96,supertrend,0,0,0,1,150,100,200,0.1,10,0,584,-31544.0,0.2756849315068493,-34516.7,76 days 23:30:00
317,2,24,96,supertrend,0,0,0,1,250,250,200,0.1,10,0,571,-67530.0,0.22942206654991243,-71323.0,34 days 15:30:00
318,2,24,96,supertrend,0,0,0,1,150,250,200,0.1,10,0,584,-39458.0,0.1797945205479452,-42167.0,35 days 23:30:00
319,2,24,96,supertrend,0,0,0,1,50,200,50,0.1,10,0,584,-12923.0,0.09931506849315068,-12698.0,230 days 19:15:00
320,2,24,96,supertrend,0,0,0,1,250,300,100,0.1,10,0,571,-65596.0,0.21541155866900175,-69389.0,43 days 20:30:00
321,2,24,96,supertrend,0,0,0,1,500,400,150,0.1,10,0,459,-95517.0,0.2374727668845316,-99203.1,75 days 05:15:00
322,2,24,96,supertrend,0,0,0,1,400,300,200,0.1,10,0,545,-87376.0,0.24954128440366974,-91307.9,41 days 00:45:00
323,2,24,96,supertrend,0,0,0,1,250,150,50,0.1,10,0,584,-49203.0,0.2756849315068493,-51724.2,91 days 08:30:00
324,2,24,96,supertrend,0,0,0,1,50,500,250,0.1,10,0,584,-11813.0,0.06335616438356165,-11588.0,255 days 12:45:00
325,2,24,96,supertrend,0,0,0,1,200,200,50,0.1,10,0,584,-55522.0,0.2226027397260274,-58006.0,21 days 03:30:00
326,2,24,96,supertrend,0,0,0,1,450,150,250,0.1,10,0,584,-47305.0,0.3287671232876712,-49779.4,65 days 21:00:00
327,2,24,96,supertrend,0,0,0,1,350,200,150,0.1,10,0,584,-62281.0,0.2842465753424658,-65937.0,40 days 05:00:00
