no,p1.n_bo,p1.window,p1.term_max,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
328,2,24,96,supertrend,0,0,0,1,400,500,50,0.1,10,0,492,-95047.0,0.20934959349593496,-98878.2,47 days 09:00:00
329,2,24,96,supertrend,0,0,0,1,50,500,50,0.1,10,0,584,-11490.0,0.06335616438356165,-11265.0,301 days 01:15:00
330,2,24,96,supertrend,0,0,0,1,50,50,150,0.1,10,0,584,-13458.0,0.20376712328767124,-13233.0,56 days 06:00:00
331,2,24,96,supertrend,0,0,0,1,350,450,100,0.1,10,0,539,-90387.0,0.2077922077922078,-94425.6,50 days 08:00:00
332,2,24,96,supertrend,0,0,0,1,350,400,50,0.1,10,0,539,-89488.0,0.21521335807050093,-93534.2,47 days 08:30:00
333,2,24,96,supertrend,0,0,0,1,300,100,100,0.1,10,0,584,-34677.0,0.3339041095890411,-37559.6,70 days 21:45:00
334,2,24,96,supertrend,0,0,0,1,150,350,150,0.1,10,0,584,-36642.0,0.15753424657534246,-39351.0,97 days 04:15:00
335,2,24,96,supertrend,0,0,0,1,50,250,250,0.1,10,0,584,-12277.0,0.09075342465753425,-12052.0,359 days 23:00:00
336,2,24,96,supertrend,0,0,0,1,50,400,50,0.1,10,0,584,-12252.0,0.06678082191780822,-12027.0,231 days 12:30:00
337,2,24,96,supertrend,0,0,0,1,100,100,250,0.1,10,0,584,-28690.0,0.2191780821917808,-28240.0,93 days 06:45:00
338,2,24,96,supertrend,0,0,0,1,300,150,200,0.1,10,0,584,-49602.0,0.2893835616438356,-52063.2,70 days 09:45:00
339,2,24,96,supertrend,0,0,0,1,450,300,100,0.1,10,0,544,-89801.0,0.2555147058823529,-93695.1,43 days 20:30:00
340,2,24,96,supertrend,0,0,0,1,50,100,200,0.1,10,0,584,-12355.0,0.15924657534246575,-12130.0,165 days 14:15:00
341,2,24,96,supertrend,0,0,0,1,150,250,100,0.1,10,0,584,-39423.0,0.1797945205479452,-42132.0,35 days 23:30:00
342,2,24,96,supertrend,0,0,0,1,300,400,200,0.1,10,0,571,-83282.0,0.19964973730297722,-86863.3,50 days 08:00:00
343,2,24,96,supertrend,0,0,0,1,450,300,50,0.1,10,0,544,-90634.0,0.2555147058823529,-94535.7,37 days 00:15:00
344,2,24,96,supertrend,0,0,0,1,300,50,250,0.1,10,0,584,-24302.0,0.3767123287671233,-23956.7,96 days 01:00:00
345,2,24,96,supertrend,0,0,0,1,350,400,250,0.1,10,0,539,-89908.0,0.21706864564007422,-93946.6,47 days 09:00:00
346,2,24,96,supertrend,0,0,0,1,350,250,50,0.1,10,0,568,-74941.0,0.2623239436619718,-79055.3,34 days 05:15:00
347,2,24,96,supertrend,0,0,0,1,100,450,200,0.1,10,0,584,-27241.0,0.10445205479452055,-26791.0,121 days 08:15:00
348,2,24,96,supertrend,0,0,0,1,100,100,200,0.1,10,0,584,-28690.0,0.2191780821917808,-28240.0,93 days 06:45:00
349,2,24,96,supertrend,0,0,0,1,450,50,200,0.1,10,0,584,-23156.0,0.4041095890410959,-22720.7,134 days 15:45:00
350,2,24,96,supertrend,0,0,0,1,300,250,150,0.1,10,0,571,-76810.0,0.23992994746059546,-80391.3,30 days 11:30:00
351,2,24,96,supertrend,0,0,0,1,150,250,200,0.1,10,0,584,-39458.0,0.1797945205479452,-42167.0,35 days 23:30:00
352,2,24,96,supertrend,0,0,0,1,150,50,100,0.1,10,0,584,-22897.0,0.3287671232876712,-22624.6,67 days 12:45:00
353,2,24,96,supertrend,0,0,0,1,450,250,150,0.1,10,0,568,-76037.0,0.28169014084507044,-79940.9,40 days 03:45:00
354,2,24,96,supertrend,0,0,0,1,350,200,250,0.1,10,0,584,-62151.0,0.2842465753424658,-65889.8,45 days 20:30:00
355,2,24,96,supertrend,0,0,0,1,500,100,100,0.1,10,0,584,-33665.0,0.375,-36427.6,74 days 22:30:00
356,2,24,96,supertrend,0,0,0,1,450,150,50,0.1,10,0,584,-51074.0,0.3253424657534247,-53465.6,64 days 11:30:00
357,2,24,96,supertrend,0,0,0,1,250,250,150,0.1,10,0,571,-67470.0,0.22942206654991243,-71263.0,37 days 13:15:00
358,2,24,96,supertrend,0,0,0,1,50,250,250,0.1,10,0,584,-12277.0,0.09075342465753425,-12052.0,359 days 23:00:00
359,2,24,96,supertrend,0,0,0,1,400,100,100,0.1,10,0,584,-32378.0,0.3647260273972603,-35200.6,85 days 12:00:00
360,2,24,96,supertrend,0,0,0,1,500,300,50,0.1,10,0,543,-89918.0,0.26519337016574585,-93862.4,41 days 21:30:00
361,2,24,96,supertrend,0,0,0,1,450,200,100,0.1,10,0,584,-63871.0,0.3030821917808219,-67390.5,38 days 10:30:00
362,2,24,96,supertrend,0,0,0,1,300,150,100,0.1,10,0,584,-49949.0,0.2910958904109589,-52410.2,65 days 21:00:00
363,2,24,96,supertrend,0,0,0,1,400,100,50,0.1,10,0,584,-35169.0,0.3578767123287671,-37881.8,90 days 20:15:00
364,2,24,96,supertrend,0,0,0,1,500,350,200,0.1,10,0,526,-96701.0,0.25475285171102663,-100483.4,37 days 00:15:00
365,2,24,96,supertrend,0,0,0,1,350,350,250,0.1,10,0,539,-90398.0,0.22448979591836735,-94436.6,47 days 09:00:00
366,2,24,96,supertrend,0,0,0,1,100,450,50,0.1,10,0,584,-26998.0,0.10445205479452055,-26548.0,120 days 07:15:00
367,2,24,96,supertrend,0,0,0,1,300,300,200,0.1,10,0,571,-83749.0,0.22416812609457093,-87330.3,26 days 02:45:00
368,2,24,96,supertrend,0,0,0,1,150,500,50,0.1,10,0,584,-38271.0,0.13356164383561644,-40980.0,98 days 05:30:00
369,2,24,96,supertrend,0,0,0,1,500,200,250,0.1,10,0,584,-62421.0,0.3133561643835616,-66075.7,64 days 11:15:00
370,2,24,96,supertrend,0,0,0,1,500,400,50,0.1,10,0,431,-92589.0,0.2296983758700696,-96249.9,35 days 03:45:00
371,2,24,96,supertrend,0,0,0,1,100,200,150,0.1,10,0,584,-29511.0,0.1506849315068493,-29061.0,104 days 12:45:00
372,2,24,96,supertrend,0,0,0,1,450,50,100,0.1,10,0,584,-23703.0,0.4041095890410959,-23256.9,77 days 21:15:00
373,2,24,96,supertrend,0,0,0,1,50,500,250,0.1,10,0,584,-11813.0,0.06335616438356165,-11588.0,255 days 12:45:00
374,2,24,96,supertrend,0,0,0,1,350,300,150,0.1,10,0,546,-85407.0,0.23809523809523808,-89503.9,33 days 07:45:00
375,2,24,96,supertrend,0,0,0,1,200,450,100,0.1,10,0,584,-52107.0,0.1643835616438356,-54591.0,84 days 12:45:00
376,2,24,96,supertrend,0,0,0,1,100,450,100,0.1,10,0,584,-27241.0,0.10445205479452055,-26791.0,121 days 08:15:00
377,2,24,96,supertrend,0,0,0,1,450,250,250,0.1,10,0,568,-75688.0,0.28169014084507044,-79688.5,40 days 12:30:00
378,2,24,96,supertrend,0,0,0,1,50,100,250,0.1,10,0,584,-12355.0,0.15924657534246575,-12130.0,165 days 14:15:00
379,2,24,96,supertrend,0,0,0,1,100,200,200,0.1,10,0,584,-29511.0,0.1506849315068493,-29061.0,104 days 12:45:00
380,2,24,96,supertrend,0,0,0,1,300,500,250,0.1,10,0,571,-84456.0,0.18563922942206654,-88037.3,54 days 12:15:00
381,2,24,96,supertrend,0,0,0,1,300,400,250,0.1,10,0,571,-83414.0,0.19964973730297722,-86995.3,50 days 08:00:00
382,2,24,96,supertrend,0,0,0,1,250,350,50,0.1,10,0,571,-65204.0,0.1978984238178634,-68997.0,70 days 01:45:00
383,2,24,96,supertrend,0,0,0,1,500,350,250,0.1,10,0,526,-96701.0,0.25475285171102663,-100483.4,37 days 00:15:00
384,2,24,96,supertrend,0,0,0,1,100,450,250,0.1,10,0,584,-27241.0,0.10445205479452055,-26791.0,121 days 08:15:00
385,2,24,96,supertrend,0,0,0,1,450,500,150,0.1,10,0,416,-92649.0,0.2091346153846154,-96257.6,43 days 12:15:00
386,2,24,96,supertrend,0,0,0,1,400,300,100,0.1,10,0,545,-87582.0,0.24954128440366974,-91513.9,41 days 00:45:00
387,2,24,96,supertrend,0,0,0,1,350,200,200,0.1,10,0,584,-62151.0,0.2842465753424658,-65889.8,45 days 20:30:00
388,2,24,96,supertrend,0,0,0,1,250,100,250,0.1,10,0,584,-32933.0,0.3253424657534247,-35856.4,70 days 22:45:00
389,2,24,96,supertrend,0,0,0,1,350,400,50,0.1,10,0,539,-89488.0,0.21521335807050093,-93534.2,47 days 08:30:00
390,2,24,96,supertrend,0,0,0,1,100,250,200,0.1,10,0,584,-28610.0,0.136986301369863,-28160.0,111 days 09:45:00
391,2,24,96,supertrend,0,0,0,1,200,350,100,0.1,10,0,584,-51676.0,0.1832191780821918,-54160.0,73 days 23:00:00
392,2,24,96,supertrend,0,0,0,1,500,100,250,0.1,10,0,584,-32831.0,0.375,-35604.4,83 days 02:45:00
393,2,24,96,supertrend,0,0,0,1,500,400,100,0.1,10,0,458,-96400.0,0.2336244541484716,-100086.1,40 days 23:15:00
394,2,24,96,supertrend,0,0,0,1,150,150,50,0.1,10,0,584,-40224.0,0.2243150684931507,-42933.0,47 days 23:30:00
395,2,24,96,supertrend,0,0,0,1,500,350,100,0.1,10,0,526,-96804.0,0.25475285171102663,-100586.4,37 days 00:15:00
396,2,24,96,supertrend,0,0,0,1,400,300,100,0.1,10,0,545,-87582.0,0.24954128440366974,-91513.9,41 days 00:45:00
397,2,24,96,supertrend,0,0,0,1,350,150,200,0.1,10,0,584,-48180.0,0.3065068493150685,-50714.4,72 days 04:30:00
398,2,24,96,supertrend,0,0,0,1,500,350,50,0.1,10,0,484,-91593.0,0.24586776859504134,-95383.0,37 days 00:15:00
399,2,24,96,supertrend,0,0,0,1,200,50,200,0.1,10,0,584,-23881.0,0.351027397260274,-23595.7,73 days 02:15:00
400,2,24,96,supertrend,0,0,0,1,400,400,150,0.1,10,0,492,-94635.0,0.22357723577235772,-98458.6,40 days 23:00:00
401,2,24,96,supertrend,0,0,0,1,350,350,200,0.1,10,0,539,-90398.0,0.22448979591836735,-94436.6,47 days 09:00:00
402,2,24,96,supertrend,0,0,0,1,500,400,100,0.1,10,0,458,-96400.0,0.2336244541484716,-100086.1,40 days 23:15:00
403,2,24,96,supertrend,0,0,0,1,500,200,200,0.1,10,0,584,-62421.0,0.3133561643835616,-66075.7,64 days 11:15:00
404,2,24,96,supertrend,0,0,0,1,400,350,150,0.1,10,0,529,-95113.0,0.2381852551984877,-98936.6,42 days 22:15:00
405,2,24,96,supertrend,0,0,0,1,150,250,250,0.1,10,0,584,-39458.0,0.1797945205479452,-42167.0,35 days 23:30:00
406,2,24,96,supertrend,0,0,0,1,200,250,250,0.1,10,0,584,-54441.0,0.2089041095890411,-56925.0,22 days 03:45:00
407,2,24,96,supertrend,0,0,0,1,200,100,50,0.1,10,0,584,-35468.0,0.2945205479452055,-38300.8,70 days 03:00:00
408,2,24,96,supertrend,0,0,0,1,100,50,100,0.1,10,0,584,-21519.0,0.2842465753424658,-21270.8,81 days 22:30:00
409,2,24,96,supertrend,0,0,0,1,500,350,150,0.1,10,0,526,-96717.0,0.25475285171102663,-100499.4,37 days 00:15:00
410,2,24,96,supertrend,0,0,0,1,50,100,250,0.1,10,0,584,-12355.0,0.15924657534246575,-12130.0,165 days 14:15:00
411,2,24,96,supertrend,0,0,0,1,50,250,250,0.1,10,0,584,-12277.0,0.09075342465753425,-12052.0,359 days 23:00:00
412,2,24,96,supertrend,0,0,0,1,400,100,150,0.1,10,0,584,-32149.0,0.3647260273972603,-34982.4,85 days 12:00:00
413,2,24,96,supertrend,0,0,0,1,500,50,200,0.1,10,0,584,-23121.0,0.4092465753424658,-22655.7,111 days 23:00:00
414,2,24,96,supertrend,0,0,0,1,150,450,200,0.1,10,0,584,-37791.0,0.1386986301369863,-40500.0,85 days 15:00:00
415,2,24,96,supertrend,0,0,0,1,450,350,100,0.1,10,0,527,-97631.0,0.24478178368121442,-101366.8,47 days 08:45:00
416,2,24,96,supertrend,0,0,0,1,300,50,50,0.1,10,0,584,-28453.0,0.3613013698630137,-27998.8,75 days 04:15:00
417,2,24,96,supertrend,0,0,0,1,150,400,250,0.1,10,0,584,-36992.0,0.14726027397260275,-39701.0,80 days 06:15:00
418,2,24,96,supertrend,0,0,0,1,300,50,100,0.1,10,0,584,-24806.0,0.3767123287671233,-24449.9,96 days 03:00:00
419,2,24,96,supertrend,0,0,0,1,100,50,200,0.1,10,0,584,-21440.0,0.2825342465753425,-21191.8,81 days 22:30:00
420,2,24,96,supertrend,0,0,0,1,400,50,200,0.1,10,0,584,-22480.0,0.4006849315068493,-22074.7,156 days 00:30:00
421,2,24,96,supertrend,0,0,0,1,50,500,50,0.1,10,0,584,-11490.0,0.06335616438356165,-11265.0,301 days 01:15:00
422,2,24,96,supertrend,0,0,0,1,450,350,100,0.1,10,0,527,-97631.0,0.24478178368121442,-101366.8,47 days 08:45:00
423,2,24,96,supertrend,0,0,0,1,50,200,100,0.1,10,0,584,-13273.0,0.09931506849315068,-13048.0,220 days 14:15:00
424,2,24,96,supertrend,0,0,0,1,150,250,200,0.1,10,0,584,-39458.0,0.1797945205479452,-42167.0,35 days 23:30:00
425,2,24,96,supertrend,0,0,0,1,450,100,50,0.1,10,0,584,-36132.0,0.363013698630137,-38814.8,87 days 20:45:00
426,2,24,96,supertrend,0,0,0,1,350,200,200,0.1,10,0,584,-62151.0,0.2842465753424658,-65889.8,45 days 20:30:00
427,2,24,96,supertrend,0,0,0,1,200,250,100,0.1,10,0,584,-54314.0,0.2089041095890411,-56798.0,20 days 03:00:00
428,2,24,96,supertrend,0,0,0,1,300,250,200,0.1,10,0,571,-76813.0,0.23992994746059546,-80394.3,30 days 11:15:00
429,2,24,96,supertrend,0,0,0,1,50,200,100,0.1,10,0,584,-13273.0,0.09931506849315068,-13048.0,220 days 14:15:00
430,2,24,96,supertrend,0,0,0,1,400,200,200,0.1,10,0,584,-62265.0,0.2962328767123288,-65898.8,42 days 20:15:00
431,2,24,96,supertrend,0,0,0,1,150,350,50,0.1,10,0,584,-36008.0,0.15753424657534246,-38717.0,90 days 23:30:00
432,2,24,96,supertrend,0,0,0,1,100,300,250,0.1,10,0,584,-26737.0,0.13013698630136986,-26287.0,112 days 14:15:00
433,2,24,96,supertrend,0,0,0,1,500,300,150,0.1,10,0,543,-88764.0,0.26519337016574585,-92700.8,41 days 21:30:00
434,2,24,96,supertrend,0,0,0,1,50,50,100,0.1,10,0,584,-13458.0,0.20376712328767124,-13233.0,56 days 06:00:00
435,2,24,96,supertrend,0,0,0,1,300,400,100,0.1,10,0,571,-83507.0,0.1978984238178634,-87088.3,50 days 08:00:00
436,2,24,96,supertrend,0,0,0,1,150,300,250,0.1,10,0,584,-37358.0,0.1695205479452055,-40067.0,49 days 17:30:00
437,2,24,96,supertrend,0,0,0,1,100,500,100,0.1,10,0,584,-27805.0,0.09931506849315068,-27355.0,183 days 16:45:00
438,2,24,96,supertrend,0,0,0,1,500,150,200,0.1,10,0,584,-47158.0,0.3373287671232877,-49602.4,69 days 02:45:00
439,2,24,96,supertrend,0,0,0,1,50,400,200,0.1,10,0,584,-12485.0,0.06678082191780822,-12260.0,231 days 12:30:00
440,2,24,96,supertrend,0,0,0,1,450,350,50,0.1,10,0,485,-90732.0,0.23917525773195877,-94475.4,61 days 13:30:00
441,2,24,96,supertrend,0,0,0,1,150,250,50,0.1,10,0,584,-38571.0,0.1797945205479452,-41280.0,35 days 23:30:00
442,2,24,96,supertrend,0,0,0,1,450,500,200,0.1,10,0,416,-92649.0,0.2091346153846154,-96257.6,43 days 12:15:00
443,2,24,96,supertrend,0,0,0,1,100,450,250,0.1,10,0,584,-27241.0,0.10445205479452055,-26791.0,121 days 08:15:00
444,2,24,96,supertrend,0,0,0,1,300,150,100,0.1,10,0,584,-49949.0,0.2910958904109589,-52410.2,65 days 21:00:00
445,2,24,96,supertrend,0,0,0,1,200,50,200,0.1,10,0,584,-23881.0,0.351027397260274,-23595.7,73 days 02:15:00
446,2,24,96,supertrend,0,0,0,1,500,200,150,0.1,10,0,584,-62551.0,0.3133561643835616,-66122.9,64 days 11:15:00
447,2,24,96,supertrend,0,0,0,1,450,350,100,0.1,10,0,527,-97631.0,0.24478178368121442,-101366.8,47 days 08:45:00
448,2,24,96,supertrend,0,0,0,1,350,50,200,0.1,10,0,584,-24303.0,0.3852739726027397,-23927.7,80 days 12:15:00
449,2,24,96,supertrend,0,0,0,1,100,350,200,0.1,10,0,584,-25430.0,0.12157534246575342,-24980.0,149 days 10:45:00
450,2,24,96,supertrend,0,0,0,1,400,500,150,0.1,10,0,492,-95344.0,0.20934959349593496,-99167.6,47 days 09:00:00
451,2,24,96,supertrend,0,0,0,1,50,350,150,0.1,10,0,584,-11526.0,0.07534246575342465,-11301.0,538 days 13:45:00
452,2,24,96,supertrend,0,0,0,1,100,250,250,0.1,10,0,584,-28610.0,0.136986301369863,-28160.0,111 days 09:45:00
453,2,24,96,supertrend,0,0,0,1,450,350,100,0.1,10,0,527,-97631.0,0.24478178368121442,-101366.8,47 days 08:45:00
454,2,24,96,supertrend,0,0,0,1,50,50,100,0.1,10,0,584,-13458.0,0.20376712328767124,-13233.0,56 days 06:00:00
455,2,24,96,supertrend,0,0,0,1,500,250,250,0.1,10,0,568,-75212.0,0.2904929577464789,-79255.2,63 days 04:30:00
456,2,24,96,supertrend,0,0,0,1,300,450,100,0.1,10,0,571,-84514.0,0.18914185639229422,-88095.3,43 days 12:00:00
457,2,24,96,supertrend,0,0,0,1,400,400,50,0.1,10,0,492,-94514.0,0.22154471544715448,-98345.2,42 days 22:00:00
458,2,24,96,supertrend,0,0,0,1,250,350,100,0.1,10,0,571,-65898.0,0.1978984238178634,-69691.0,64 days 11:30:00
459,2,24,96,supertrend,0,0,0,1,400,350,100,0.1,10,0,529,-95087.0,0.2381852551984877,-98910.6,42 days 22:15:00
460,2,24,96,supertrend,0,0,0,1,500,250,200,0.1,10,0,568,-75234.0,0.2904929577464789,-79277.2,63 days 04:30:00
461,2,24,96,supertrend,0,0,0,1,300,500,100,0.1,10,0,571,-84447.0,0.18563922942206654,-88028.3,54 days 12:15:00
462,2,24,96,supertrend,0,0,0,1,300,200,250,0.1,10,0,584,-64352.0,0.2636986301369863,-68066.5,43 days 12:15:00
463,2,24,96,supertrend,0,0,0,1,300,350,50,0.1,10,0,571,-82210.0,0.21015761821366025,-85795.1,43 days 12:00:00
464,2,24,96,supertrend,0,0,0,1,200,300,100,0.1,10,0,584,-52251.0,0.1969178082191781,-54735.0,29 days 02:15:00
465,2,24,96,supertrend,0,0,0,1,150,250,100,0.1,10,0,584,-39423.0,0.1797945205479452,-42132.0,35 days 23:30:00
466,2,24,96,supertrend,0,0,0,1,350,350,200,0.1,10,0,539,-90398.0,0.22448979591836735,-94436.6,47 days 09:00:00
467,2,24,96,supertrend,0,0,0,1,100,500,200,0.1,10,0,584,-27805.0,0.09931506849315068,-27355.0,183 days 16:45:00
468,2,24,96,supertrend,0,0,0,1,50,300,100,0.1,10,0,584,-11937.0,0.0839041095890411,-11712.0,405 days 21:15:00
469,2,24,96,supertrend,0,0,0,1,100,150,50,0.1,10,0,584,-28600.0,0.17636986301369864,-28150.0,91 days 17:45:00
470,2,24,96,supertrend,0,0,0,1,50,350,200,0.1,10,0,584,-11526.0,0.07534246575342465,-11301.0,538 days 13:45:00
471,2,24,96,supertrend,0,0,0,1,50,200,200,0.1,10,0,584,-13308.0,0.09931506849315068,-13083.0,215 days 15:00:00
472,2,24,96,supertrend,0,0,0,1,450,50,200,0.1,10,0,584,-23156.0,0.4041095890410959,-22720.7,134 days 15:45:00
473,2,24,96,supertrend,0,0,0,1,200,100,150,0.1,10,0,584,-34168.0,0.3013698630136986,-37121.4,71 days 10:15:00
474,2,24,96,supertrend,0,0,0,1,150,500,250,0.1,10,0,584,-38516.0,0.13356164383561644,-41225.0,88 days 03:45:00
475,2,24,96,supertrend,0,0,0,1,50,150,250,0.1,10,0,584,-11483.0,0.13184931506849315,-11258.0,180 days 14:00:00
476,2,24,96,supertrend,0,0,0,1,400,400,50,0.1,10,0,492,-94514.0,0.22154471544715448,-98345.2,42 days 22:00:00
477,2,24,96,supertrend,0,0,0,1,150,350,100,0.1,10,0,584,-36616.0,0.15753424657534246,-39325.0,97 days 04:15:00
478,2,24,96,supertrend,0,0,0,1,350,100,200,0.1,10,0,584,-33588.0,0.3458904109589041,-36451.4,86 days 08:15:00
479,2,24,96,supertrend,0,0,0,1,400,150,50,0.1,10,0,584,-50678.0,0.3167808219178082,-53099.6,81 days 01:00:00
480,2,24,96,supertrend,0,0,0,1,500,400,150,0.1,10,0,459,-95517.0,0.2374727668845316,-99203.1,75 days 05:15:00
481,2,24,96,supertrend,0,0,0,1,450,450,50,0.1,10,0,416,-92149.0,0.21394230769230768,-95765.2,35 days 04:15:00
482,2,24,96,supertrend,0,0,0,1,50,300,50,0.1,10,0,584,-11663.0,0.0839041095890411,-11438.0,405 days 01:15:00
483,2,24,96,supertrend,0,0,0,1,50,500,250,0.1,10,0,584,-11813.0,0.06335616438356165,-11588.0,255 days 12:45:00
484,2,24,96,supertrend,0,0,0,1,450,400,50,0.1,10,0,431,-90192.0,0.22273781902552203,-93864.8,35 days 04:15:00
485,2,24,96,supertrend,0,0,0,1,100,250,250,0.1,10,0,584,-28610.0,0.136986301369863,-28160.0,111 days 09:45:00
486,2,24,96,supertrend,0,0,0,1,450,450,150,0.1,10,0,416,-92572.0,0.21394230769230768,-96180.6,35 days 04:15:00
487,2,24,96,supertrend,0,0,0,1,200,350,150,0.1,10,0,584,-51702.0,0.1832191780821918,-54186.0,73 days 23:00:00
488,2,24,96,supertrend,0,0,0,1,100,150,250,0.1,10,0,584,-28812.0,0.1797945205479452,-28362.0,104 days 10:45:00
489,2,24,96,supertrend,0,0,0,1,50,50,150,0.1,10,0,584,-13458.0,0.20376712328767124,-13233.0,56 days 06:00:00
490,2,24,96,supertrend,0,0,0,1,400,400,200,0.1,10,0,492,-94686.0,0.22357723577235772,-98509.6,40 days 23:00:00
491,2,24,96,supertrend,0,0,0,1,450,250,250,0.1,10,0,568,-75688.0,0.28169014084507044,-79688.5,40 days 12:30:00
492,2,24,96,supertrend,0,0,0,1,100,450,200,0.1,10,0,584,-27241.0,0.10445205479452055,-26791.0,121 days 08:15:00
493,2,24,96,supertrend,0,0,0,1,150,50,50,0.1,10,0,584,-24891.0,0.3047945205479452,-24471.3,47 days 15:30:00
494,2,24,96,supertrend,0,0,0,1,100,250,200,0.1,10,0,584,-28610.0,0.136986301369863,-28160.0,111 days 09:45:00
495,2,24,96,supertrend,0,0,0,1,450,50,200,0.1,10,0,584,-23156.0,0.4041095890410959,-22720.7,134 days 15:45:00
496,2,24,96,supertrend,0,0,0,1,50,300,50,0.1,10,0,584,-11663.0,0.0839041095890411,-11438.0,405 days 01:15:00
497,2,24,96,supertrend,0,0,0,1,400,250,150,0.1,10,0,568,-75141.0,0.272887323943662,-79082.7,20 days 19:15:00
498,2,24,96,supertrend,0,0,0,1,400,100,250,0.1,10,0,584,-31644.0,0.3647260273972603,-34477.4,113 days 22:30:00
499,2,24,96,supertrend,0,0,0,1,350,50,100,0.1,10,0,584,-24827.0,0.3852739726027397,-24440.9,94 days 11:30:00
500,2,24,96,supertrend,0,0,0,1,300,100,250,0.1,10,0,584,-34033.0,0.3339041095890411,-36926.4,70 days 21:45:00
501,2,24,96,supertrend,0,0,0,1,300,350,100,0.1,10,0,571,-82923.0,0.21015761821366025,-86504.3,50 days 08:00:00
502,2,24,96,supertrend,0,0,0,1,400,400,250,0.1,10,0,492,-94818.0,0.22357723577235772,-98641.6,40 days 23:00:00
503,2,24,96,supertrend,0,0,0,1,450,450,150,0.1,10,0,416,-92572.0,0.21394230769230768,-96180.6,35 days 04:15:00
504,2,24,96,supertrend,0,0,0,1,50,200,100,0.1,10,0,584,-13273.0,0.09931506849315068,-13048.0,220 days 14:15:00
505,2,24,96,supertrend,0,0,0,1,250,400,50,0.1,10,0,571,-65570.0,0.18563922942206654,-69363.0,70 days 01:45:00
506,2,24,96,supertrend,0,0,0,1,100,250,100,0.1,10,0,584,-28575.0,0.136986301369863,-28125.0,111 days 09:45:00
507,2,24,96,supertrend,0,0,0,1,350,350,250,0.1,10,0,539,-90398.0,0.22448979591836735,-94436.6,47 days 09:00:00
508,2,24,96,supertrend,0,0,0,1,300,50,200,0.1,10,0,584,-24332.0,0.3767123287671233,-23986.7,96 days 01:00:00
509,2,24,96,supertrend,0,0,0,1,200,250,200,0.1,10,0,584,-54441.0,0.2089041095890411,-56925.0,22 days 03:45:00
510,2,24,96,supertrend,0,0,0,1,450,350,150,0.1,10,0,527,-97559.0,0.24478178368121442,-101294.8,47 days 08:45:00
511,2,24,96,supertrend,0,0,0,1,400,300,150,0.1,10,0,545,-87574.0,0.24954128440366974,-91505.9,41 days 00:45:00
512,2,24,96,supertrend,0,0,0,1,100,250,250,0.1,10,0,584,-28610.0,0.136986301369863,-28160.0,111 days 09:45:00
513,2,24,96,supertrend,0,0,0,1,100,200,200,0.1,10,0,584,-29511.0,0.1506849315068493,-29061.0,104 days 12:45:00
514,2,24,96,supertrend,0,0,0,1,350,250,250,0.1,10,0,568,-73419.0,0.2623239436619718,-77622.3,30 days 11:15:00
515,2,24,96,supertrend,0,0,0,1,250,250,150,0.1,10,0,571,-67470.0,0.22942206654991243,-71263.0,37 days 13:15:00
516,2,24,96,supertrend,0,0,0,1,200,150,150,0.1,10,0,584,-47989.0,0.2568493150684932,-50573.7,40 days 04:15:00
517,2,24,96,supertrend,0,0,0,1,300,150,200,0.1,10,0,584,-49602.0,0.2893835616438356,-52063.2,70 days 09:45:00
518,2,24,96,supertrend,0,0,0,1,350,400,250,0.1,10,0,539,-89908.0,0.21706864564007422,-93946.6,47 days 09:00:00
519,2,24,96,supertrend,0,0,0,1,400,250,150,0.1,10,0,568,-75141.0,0.272887323943662,-79082.7,20 days 19:15:00
520,2,24,96,supertrend,0,0,0,1,500,100,50,0.1,10,0,584,-36664.0,0.3681506849315068,-39316.8,82 days 02:30:00
521,2,24,96,supertrend,0,0,0,1,350,300,200,0.1,10,0,546,-85209.0,0.23809523809523808,-89305.9,33 days 07:45:00
522,2,24,96,supertrend,0,0,0,1,400,450,50,0.1,10,0,492,-95056.0,0.21341463414634146,-98887.2,43 days 12:15:00
523,2,24,96,supertrend,0,0,0,1,400,50,150,0.1,10,0,584,-22700.0,0.4006849315068493,-22294.7,75 days 23:30:00
524,2,24,96,supertrend,0,0,0,1,150,350,50,0.1,10,0,584,-36008.0,0.15753424657534246,-38717.0,90 days 23:30:00
525,2,24,96,supertrend,0,0,0,1,200,250,50,0.1,10,0,584,-53266.0,0.2089041095890411,-55750.0,21 days 03:30:00
526,2,24,96,supertrend,0,0,0,1,50,400,250,0.1,10,0,584,-12485.0,0.06678082191780822,-12260.0,231 days 12:30:00
527,2,24,96,supertrend,0,0,0,1,450,300,150,0.1,10,0,544,-89711.0,0.2555147058823529,-93605.1,37 days 00:15:00
528,2,24,96,supertrend,0,0,0,1,500,500,150,0.1,10,0,387,-94710.0,0.2222222222222222,-98103.6,42 days 00:30:00
529,2,24,96,supertrend,0,0,0,1,150,400,100,0.1,10,0,584,-37085.0,0.14554794520547945,-39794.0,80 days 06:15:00
530,2,24,96,supertrend,0,0,0,1,350,300,150,0.1,10,0,546,-85407.0,0.23809523809523808,-89503.9,33 days 07:45:00
531,2,24,96,supertrend,0,0,0,1,400,200,250,0.1,10,0,584,-62265.0,0.2962328767123288,-65898.8,42 days 20:15:00
