time,bid,ask,last,volume,time_msc,flags,volume_real,jst
2025-01-24 15:00:00.188000+00:00,40550.0,40559.0,0.0,0,1737738000188,1158,0.0,2025-01-25 00:00:00.188000+09:00
2025-01-24 15:00:00.485000+00:00,40545.0,40554.0,0.0,0,1737738000485,1158,0.0,2025-01-25 00:00:00.485000+09:00
2025-01-24 15:00:00.687000+00:00,40547.0,40556.0,0.0,0,1737738000687,1158,0.0,2025-01-25 00:00:00.687000+09:00
2025-01-24 15:00:00.887000+00:00,40550.0,40559.0,0.0,0,1737738000887,1158,0.0,2025-01-25 00:00:00.887000+09:00
2025-01-24 15:00:00.985000+00:00,40552.0,40561.0,0.0,0,1737738000985,1158,0.0,2025-01-25 00:00:00.985000+09:00
2025-01-24 15:00:01.087000+00:00,40547.0,40556.0,0.0,0,1737738001087,1158,0.0,2025-01-25 00:00:01.087000+09:00
2025-01-24 15:00:01.185000+00:00,40545.0,40554.0,0.0,0,1737738001185,1158,0.0,2025-01-25 00:00:01.185000+09:00
2025-01-24 15:00:01.887000+00:00,40547.0,40556.0,0.0,0,1737738001887,1158,0.0,2025-01-25 00:00:01.887000+09:00
2025-01-24 15:00:03.090000+00:00,40545.0,40554.0,0.0,0,1737738003090,1158,0.0,2025-01-25 00:00:03.090000+09:00
2025-01-24 15:00:03.188000+00:00,40550.0,40559.0,0.0,0,1737738003188,1158,0.0,2025-01-25 00:00:03.188000+09:00
2025-01-24 15:00:03.489000+00:00,40545.0,40554.0,0.0,0,1737738003489,1158,0.0,2025-01-25 00:00:03.489000+09:00
2025-01-24 15:00:05.091000+00:00,40547.0,40556.0,0.0,0,1737738005091,1158,0.0,2025-01-25 00:00:05.091000+09:00
2025-01-24 15:00:05.191000+00:00,40545.0,40554.0,0.0,0,1737738005191,1158,0.0,2025-01-25 00:00:05.191000+09:00
2025-01-24 15:00:05.692000+00:00,40547.0,40556.0,0.0,0,1737738005692,1158,0.0,2025-01-25 00:00:05.692000+09:00
2025-01-24 15:00:05.892000+00:00,40545.0,40554.0,0.0,0,1737738005892,1158,0.0,2025-01-25 00:00:05.892000+09:00
2025-01-24 15:00:10.297000+00:00,40550.0,40559.0,0.0,0,1737738010297,1158,0.0,2025-01-25 00:00:10.297000+09:00
2025-01-24 15:00:10.696000+00:00,40545.0,40554.0,0.0,0,1737738010696,1158,0.0,2025-01-25 00:00:10.696000+09:00
2025-01-24 15:00:11.495000+00:00,40547.0,40556.0,0.0,0,1737738011495,1158,0.0,2025-01-25 00:00:11.495000+09:00
2025-01-24 15:00:11.597000+00:00,40550.0,40559.0,0.0,0,1737738011597,1158,0.0,2025-01-25 00:00:11.597000+09:00
2025-01-24 15:00:11.796000+00:00,40547.0,40556.0,0.0,0,1737738011796,1158,0.0,2025-01-25 00:00:11.796000+09:00
2025-01-24 15:00:11.896000+00:00,40545.0,40554.0,0.0,0,1737738011896,1158,0.0,2025-01-25 00:00:11.896000+09:00
2025-01-24 15:00:13.294000+00:00,40547.0,40556.0,0.0,0,1737738013294,1158,0.0,2025-01-25 00:00:13.294000+09:00
2025-01-24 15:00:13.495000+00:00,40545.0,40554.0,0.0,0,1737738013495,1158,0.0,2025-01-25 00:00:13.495000+09:00
2025-01-24 15:00:13.796000+00:00,40550.0,40559.0,0.0,0,1737738013796,1158,0.0,2025-01-25 00:00:13.796000+09:00
2025-01-24 15:00:14.796000+00:00,40552.0,40561.0,0.0,0,1737738014796,1158,0.0,2025-01-25 00:00:14.796000+09:00
2025-01-24 15:00:14.896000+00:00,40555.0,40564.0,0.0,0,1737738014896,1158,0.0,2025-01-25 00:00:14.896000+09:00
2025-01-24 15:00:15.095000+00:00,40552.0,40561.0,0.0,0,1737738015095,1158,0.0,2025-01-25 00:00:15.095000+09:00
2025-01-24 15:00:15.195000+00:00,40555.0,40564.0,0.0,0,1737738015195,1158,0.0,2025-01-25 00:00:15.195000+09:00
2025-01-24 15:00:16.296000+00:00,40557.0,40566.0,0.0,0,1737738016296,1158,0.0,2025-01-25 00:00:16.296000+09:00
2025-01-24 15:00:17.097000+00:00,40560.0,40569.0,0.0,0,1737738017097,1158,0.0,2025-01-25 00:00:17.097000+09:00
2025-01-24 15:00:17.397000+00:00,40557.0,40566.0,0.0,0,1737738017397,1158,0.0,2025-01-25 00:00:17.397000+09:00
2025-01-24 15:00:17.798000+00:00,40560.0,40569.0,0.0,0,1737738017798,1158,0.0,2025-01-25 00:00:17.798000+09:00
2025-01-24 15:00:18.498000+00:00,40557.0,40566.0,0.0,0,1737738018498,1158,0.0,2025-01-25 00:00:18.498000+09:00
2025-01-24 15:00:18.898000+00:00,40560.0,40569.0,0.0,0,1737738018898,1158,0.0,2025-01-25 00:00:18.898000+09:00
2025-01-24 15:00:19.599000+00:00,40557.0,40566.0,0.0,0,1737738019599,1158,0.0,2025-01-25 00:00:19.599000+09:00
