no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
239,15,1.3500938250873051,35,32,supertrend,0,0,0,1,250,450,100,0.1,10,0,7522,-1.6150000000000628,0.5341664450943898,-6.054400000000045,790 days 17:15:00
240,49,1.5688340976009454,80,46,supertrend,0,0,0,1,450,100,50,0.1,10,0,5584,1.5749999999999718,0.5478151862464183,-4.81570000000002,440 days 17:45:00
241,11,0.5396415092817468,57,16,supertrend,0,0,0,1,250,500,150,0.1,10,0,17681,5.316999999999961,0.5266104858322493,-5.280500000000019,848 days 17:30:00
242,90,1.2567331083996025,27,46,supertrend,0,0,0,1,350,250,250,0.1,10,0,5996,5.3589999999999876,0.5515343562374917,-5.051899999999994,485 days 22:30:00
243,98,1.646796561435191,60,12,supertrend,0,0,0,1,150,300,50,0.1,10,0,6854,9.247999999999942,0.4894951852932594,-3.5871000000000177,706 days 07:30:00
244,34,0.5140920867528835,75,33,supertrend,0,0,0,1,500,350,100,0.1,10,0,11512,2.591000000000017,0.5503822098679638,-5.603500000000026,1328 days 08:45:00
245,11,3.3084162976653535,47,32,supertrend,0,0,0,1,350,500,50,0.1,10,0,2999,5.519000000000012,0.49983327775925307,-1.3909000000000065,562 days 22:45:00
246,69,2.87398640325873,10,31,supertrend,0,0,0,1,400,100,200,0.1,10,0,3540,-3.7729999999999486,0.5073446327683616,-6.58199999999998,554 days 00:15:00
247,60,0.6659781548971361,53,4,supertrend,0,0,0,1,500,250,200,0.1,10,0,18568,-11.854999999999949,0.44221240844463594,-12.041999999999947,217 days 06:00:00
248,71,0.8802264117647993,26,13,supertrend,0,0,0,1,50,450,100,0.1,10,0,12845,2.349000000000018,0.5183339820942001,-3.802300000000001,856 days 00:15:00
249,96,2.5494664943976404,63,34,supertrend,0,0,0,1,400,100,100,0.1,10,0,3705,-9.560000000000048,0.5085020242914979,-13.213600000000016,570 days 22:45:00
250,51,1.2697782932341817,81,10,supertrend,0,0,0,1,100,50,150,0.1,10,0,10378,-0.6689999999999332,0.49739834264790905,-9.527999999999956,1740 days 08:00:00
251,92,1.7231203215492412,47,28,supertrend,0,0,0,1,400,300,150,0.1,10,0,5774,1.856999999999974,0.5138552130239002,-3.840299999999999,930 days 00:15:00
252,59,3.441745468460173,63,37,supertrend,0,0,0,1,500,250,200,0.1,10,0,2847,-7.354999999999984,0.5064980681419038,-8.911999999999988,537 days 03:15:00
253,84,3.0100583845532056,91,38,supertrend,0,0,0,1,50,50,250,0.1,10,0,3070,-3.578999999999985,0.5094462540716612,-6.796800000000007,434 days 14:00:00
254,25,2.302114511184251,11,33,supertrend,0,0,0,1,350,150,250,0.1,10,0,4656,11.451000000000015,0.5356529209621993,-1.274999999999997,383 days 04:15:00
255,14,2.768818118594513,33,19,supertrend,0,0,0,1,350,200,250,0.1,10,0,3527,3.3589999999999893,0.4791607598525659,0.004200000000000781,720 days 16:15:00
256,95,1.3535820394501905,69,13,supertrend,0,0,0,1,400,250,200,0.1,10,0,8536,7.788999999999966,0.498477038425492,-5.645300000000006,1008 days 00:30:00
257,11,0.8634966536929412,14,31,supertrend,0,0,0,1,200,300,50,0.1,10,0,9952,0.5389999999999779,0.5347668810289389,-4.991300000000012,1108 days 19:30:00
258,55,1.2701799009728028,26,39,supertrend,0,0,0,1,500,50,150,0.1,10,0,6682,5.088999999999994,0.5426519006285543,-2.848900000000026,699 days 01:00:00
259,67,3.0530405538831333,68,32,supertrend,0,0,0,1,500,150,150,0.1,10,0,3286,2.1030000000000135,0.514607425441266,-3.5578,721 days 18:30:00
260,50,1.4454543962520008,28,43,supertrend,0,0,0,1,150,400,100,0.1,10,0,6008,-0.588999999999972,0.5467709720372836,-7.5983999999999625,1163 days 13:30:00
261,88,1.318642845164387,49,19,supertrend,0,0,0,1,150,150,50,0.1,10,0,8128,5.74499999999999,0.5212844488188977,-3.7957999999999927,621 days 10:30:00
262,95,0.6490431267361415,49,21,supertrend,0,0,0,1,500,450,200,0.1,10,0,12612,2.8170000000000117,0.5344116714240406,-4.827799999999988,792 days 22:00:00
263,77,1.4649809606293833,62,8,supertrend,0,0,0,1,50,500,150,0.1,10,0,8476,6.0089999999999835,0.47227465785747996,-5.065499999999994,950 days 19:45:00
264,84,3.014216201423312,82,49,supertrend,0,0,0,1,350,300,50,0.1,10,0,2956,2.0249999999999884,0.523680649526387,-3.0547000000000124,535 days 21:30:00
265,82,1.5330709201577597,80,4,supertrend,0,0,0,1,500,500,50,0.1,10,0,6506,5.102999999999961,0.39271441746080543,-0.8041000000000049,711 days 07:45:00
266,84,0.7087891374161679,17,27,supertrend,0,0,0,1,100,200,200,0.1,10,0,10580,1.4109999999999676,0.5447069943289224,-7.651400000000027,1454 days 22:15:00
267,94,0.7733646701851306,92,17,supertrend,0,0,0,1,150,350,150,0.1,10,0,12538,3.1920000000000037,0.5224118679215186,-4.660200000000026,648 days 11:45:00
268,71,3.1207119018846274,90,24,supertrend,0,0,0,1,300,400,250,0.1,10,0,3300,-8.427000000000016,0.47909090909090907,-8.726300000000018,849 days 20:15:00
269,34,3.0356650430033643,81,17,supertrend,0,0,0,1,350,400,100,0.1,10,0,3411,7.895000000000037,0.4708296687188508,-0.13390000000000019,476 days 04:15:00
270,46,3.0183617401851732,42,46,supertrend,0,0,0,1,150,400,200,0.1,10,0,3225,1.3930000000000224,0.5324031007751938,-5.792600000000007,1256 days 13:45:00
271,53,3.2299492649954793,33,36,supertrend,0,0,0,1,300,250,100,0.1,10,0,3087,-1.7470000000000216,0.5299643666990606,-5.367800000000001,1106 days 00:00:00
272,70,1.3445792115320256,25,43,supertrend,0,0,0,1,300,200,150,0.1,10,0,6080,-0.07500000000000107,0.5411184210526315,-5.0498999999999965,769 days 15:45:00
273,20,2.599919780769247,27,29,supertrend,0,0,0,1,100,150,100,0.1,10,0,4108,5.233000000000007,0.5185004868549172,-0.7117999999999991,646 days 16:00:00
274,40,3.038650058860601,88,9,supertrend,0,0,0,1,150,350,200,0.1,10,0,3155,9.686999999999985,0.4187004754358162,-0.8270999999999937,515 days 13:00:00
275,56,1.2619729272178248,94,22,supertrend,0,0,0,1,200,50,150,0.1,10,0,8398,-3.102999999999927,0.5259585615622767,-10.78099999999994,938 days 06:30:00
276,50,0.9398327385894473,15,5,supertrend,0,0,0,1,100,300,250,0.1,10,0,14017,-4.038999999999981,0.4534493828922023,-8.21740000000003,985 days 03:15:00
277,77,2.347008956772834,12,17,supertrend,0,0,0,1,400,50,250,0.1,10,0,4718,-5.589000000000025,0.47774480712166173,-11.566000000000015,903 days 06:00:00
278,41,0.6232677199089086,53,30,supertrend,0,0,0,1,200,150,200,0.1,10,0,11196,-3.075000000000004,0.5487674169346195,-10.30450000000003,1035 days 22:00:00
