no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
472,82,2.800898056700477,34,15,supertrend,0,0,0,1,50,200,50,0.1,10,0,3048,6421.0,0.2424540682414698,-1759.2,294 days 00:00:00
473,63,1.5311436875861886,12,8,supertrend,0,0,0,1,50,100,50,0.1,10,0,6854,6818.0,0.30843303180624454,9.5,1139 days 06:15:00
474,44,2.953985432700742,51,44,supertrend,0,0,0,1,500,500,50,0.1,10,0,2967,-5794.0,0.5163464779238288,-14190.2,391 days 17:15:00
475,63,1.5044367307232553,63,10,supertrend,0,0,0,1,450,150,150,0.1,10,0,7362,9872.0,0.46943765281173594,-1439.7,610 days 02:45:00
476,99,2.0894935931277656,55,23,supertrend,0,0,0,1,50,150,50,0.1,10,0,4785,1863.0,0.2850574712643678,-2905.1,550 days 12:00:00
477,29,0.952918673321687,89,46,supertrend,0,0,0,1,250,50,100,0.1,10,0,7065,-17396.0,0.5040339702760085,-20125.1,407 days 20:00:00
478,79,2.967729415976961,92,49,supertrend,0,0,0,1,50,450,100,0.1,10,0,2825,7139.0,0.2527433628318584,-1018.2,315 days 21:45:00
479,59,2.5525293564230793,95,9,supertrend,0,0,0,1,100,50,150,0.1,10,0,3212,4385.0,0.4178082191780822,-3821.5,1036 days 01:00:00
480,88,2.516618235557546,32,42,supertrend,0,0,0,1,50,50,200,0.1,10,0,3477,-2106.0,0.3244176013805004,-2744.4,505 days 15:00:00
481,46,2.7650037450449787,50,26,supertrend,0,0,0,1,200,250,150,0.1,10,0,3324,3804.0,0.4681107099879663,-1045.6,1184 days 12:30:00
482,27,3.207833177385082,78,24,supertrend,0,0,0,1,50,100,50,0.1,10,0,2594,-1602.0,0.25867386276021587,-2626.8,550 days 14:15:00
483,44,2.7448607908764275,54,19,supertrend,0,0,0,1,250,200,250,0.1,10,0,3240,4770.0,0.4700617283950617,-9981.5,1250 days 02:00:00
484,99,3.1010899443056057,75,43,supertrend,0,0,0,1,50,400,200,0.1,10,0,2701,560.0,0.25212884116993706,-976.9,230 days 07:00:00
485,13,0.5454468089638157,64,27,supertrend,0,0,0,1,500,450,200,0.1,10,0,12487,-14603.0,0.5446464322895812,-19931.2,332 days 19:30:00
486,40,1.1668006407104596,45,15,supertrend,0,0,0,1,200,400,200,0.1,10,0,9914,6391.0,0.5,-1637.6,731 days 08:15:00
487,30,3.0687307095101857,49,22,supertrend,0,0,0,1,200,100,150,0.1,10,0,2756,-2003.0,0.4644412191582003,-11472.2,1264 days 05:30:00
488,71,1.1524797547122811,24,45,supertrend,0,0,0,1,500,200,100,0.1,10,0,6427,-16976.0,0.528084642912712,-21695.8,779 days 10:45:00
489,46,3.136725537143342,80,20,supertrend,0,0,0,1,400,150,250,0.1,10,0,2604,-5049.0,0.4731182795698925,-11407.9,925 days 03:30:00
